id,joint_position,m6
3369,[-2.4372482  1.7861217  2.1626592  1.0105722  1.7440476  0.5664644 -0.4146123],[-0.484336  0.330125  0.185782]
3370,[-2.4372203  1.7860187  2.1629181  0.9798486  1.7440467  0.5664287 -0.4146373],[-0.480731  0.332936  0.177807]
3371,[-2.4372511  1.7861503  2.1628096  0.9715676  1.7440143  0.5664327 -0.4146215],[-0.479965  0.333556  0.176231]
3372,[-2.4371905  1.7860912  2.1627502  0.9304311  1.7440104  0.5664955 -0.4145907],[-0.475101  0.337309  0.166562]
3373,[-2.4372449  1.786114   2.1625409  0.8976772  1.7438855  0.5663658 -0.4146455],[-0.470873  0.340752  0.158746]
3374,[-2.4372594  1.7861427  2.1626961  0.8893817  1.7438416  0.566529  -0.4146547],[-0.47003   0.341416  0.15732 ]
3375,[-2.4372072  1.7860263  2.1616704  0.8525353  1.7437692  0.566201  -0.4145667],[-0.465301  0.345271  0.149587]
3376,[-2.4372718  1.7861179  2.1615374  0.8435153  1.7439027  0.5664496 -0.4146371],[-0.464312  0.346066  0.148058]
3377,[-2.4372497  1.7862418  2.1612871  0.8083823  1.7437673  0.5662976 -0.4145505],[-0.459183  0.350069  0.140382]
3378,[-2.4372759  1.7862724  2.1614532  0.8004957  1.74371    0.566375  -0.4145601],[-0.458152  0.35089   0.138915]
3379,[-2.4372313  1.7862342  2.1612782  0.7645123  1.7437253  0.5663152 -0.4146326],[-0.452845  0.355064  0.131423]
3380,[-2.4372153  1.7861827  2.1611722  0.755775   1.7437387  0.5664039 -0.4146268],[-0.451754  0.355945  0.129942]
3381,[-2.437242   1.7862094  2.1613495  0.7473978  1.743629   0.5663831 -0.4146347],[-0.450636  0.356852  0.128488]
3382,[-2.4372144  1.7861846  2.1611302  0.7199095  1.7437081  0.5663459 -0.4146764],[-0.446147  0.360433  0.122739]
3383,[-2.4372737  1.7862933  2.1611016  0.7110961  1.7436299  0.5663256 -0.4146574],[-0.444908  0.361405  0.121239]
3384,[-2.4372494  1.7863143  2.1610765  0.6755436  1.7436175  0.5663662 -0.4146881],[-0.439077  0.366083  0.114409]
3385,[-2.4372478  1.7863353  2.1608617  0.6665962  1.7436633  0.5663776 -0.4145941],[-0.437893  0.367095  0.113088]
3386,[-2.4372373  1.7862609  2.1604142  0.6317373  1.743773   0.5663307 -0.4146064],[-0.431935  0.371886  0.106769]
3387,[-2.4372826  1.7862991  2.1602805  0.623235   1.7436013  0.5663673 -0.4145353],[-0.43068   0.372847  0.105463]
3388,[-2.4372048  1.7861331  2.1594853  0.5796894  1.743711   0.566367  -0.4146453],[-0.423434  0.37868   0.098473]
3389,[-2.437232   1.7862075  2.1588643  0.5455211  1.7436481  0.566345  -0.4146039],[-0.417281  0.383545  0.093024]
3390,[-2.4372728  1.7861102  2.1584783  0.5364548  1.743567   0.5663345 -0.4146423],[-0.41598   0.384563  0.091987]
3391,[-2.4371943  1.7861179  2.1577432  0.5016195  1.7435231  0.5664096 -0.4146065],[-0.409529  0.389744  0.086813]
3392,[-2.4372022  1.7861159  2.1576233  0.4924283  1.7435641  0.5664157 -0.4146342],[-0.408171  0.390811  0.085804]
3393,[-2.4372466  1.7860339  2.1570022  0.4567946  1.743628   0.5663289 -0.4146089],[-0.401492  0.396156  0.080859]
3394,[-2.4373293  1.7859805  2.1566505  0.4471843  1.7436481  0.5663407 -0.4145672],[-0.400082  0.397313  0.07993 ]
3395,[-2.43713    1.7860053  2.1557927  0.4086433  1.7438149  0.5663468 -0.4146185],[-0.392723  0.403173  0.07519 ]
3396,[-2.4371588  1.7860263  2.1555777  0.3985991  1.7436566  0.5663677 -0.4146039],[-0.391172  0.404424  0.074288]
3397,[-2.4372005  1.785889   2.154748   0.3491371  1.7436662  0.5664154 -0.4146133],[-0.381671  0.412028  0.068834]
3398,[-2.4371626  1.785683   2.1544375  0.2992158  1.7440228  0.5664961 -0.4146275],[-0.371903  0.419915  0.063668]
3399,[-2.4372346  1.7851642  2.1539538  0.2578335  1.7444987  0.566474  -0.4145938],[-0.363231  0.426972  0.059801]
3400,[-2.437252   1.7850078  2.1537924  0.2473482  1.7445569  0.5664262 -0.4146251],[-0.36142   0.428436  0.059061]
3401,[-2.4373024  1.7848991  2.1537161  0.2372716  1.7443299  0.5664027 -0.4146657],[-0.359615  0.429839  0.058332]
3402,[-2.4372334  1.7845615  2.1532562  0.2053822  1.7446141  0.5664054 -0.4146374],[-0.352423  0.435655  0.05567 ]
3403,[-2.4371912  1.7844909  2.1532817  0.1948366  1.7442918  0.5664759 -0.4145256],[-0.350624  0.437089  0.05505 ]
3404,[-2.4372315  1.7843841  2.1526809  0.1522405  1.7443213  0.566447  -0.4145979],[-0.34139   0.444474  0.052323]
3405,[-2.4373136  1.7843822  2.1525722  0.1414964  1.7441096  0.5664947 -0.4145547],[-0.339518  0.445976  0.051902]
3406,[-2.4372611  1.784323   2.1524422  0.1307647  1.7440877  0.566402  -0.4146076],[-0.337592  0.44747   0.051362]
3407,[-2.437335   1.7839778  2.1516716  0.0874665  1.743876   0.5664641 -0.414535 ],[-0.328278  0.455046  0.049578]
3408,[-2.4372363  1.7839606  2.1515102  0.0774112  1.7437911  0.5664623 -0.4146667],[-0.326425  0.456523  0.049225]
3409,[-2.4371831  1.7837451  2.1513391  0.0469558  1.7437205  0.5665197 -0.4146881],[-0.319176  0.462353  0.048147]
3410,[-2.4372172  1.7836154  2.1513617  0.0370727  1.7437758  0.5665329 -0.414533 ],[-0.317341  0.463831  0.047898]
3411,[-2.4373002e+00  1.7833503e+00  2.1512229e+00 -2.1034773e-03  1.7437177e+00  5.6654954e-01 -4.1464499e-01],[-0.308473  0.470965  0.046976]
3412,[-2.4373491  1.7832835  2.1513588 -0.0113544  1.7436728  0.5665554 -0.4145994],[-0.3068    0.47237   0.046862]
3413,[-2.4372406  1.7830051  2.1515739 -0.0470168  1.7438617  0.5665568 -0.4145957],[-0.298457  0.479087  0.046289]
3414,[-2.4372652  1.7829974  2.1515911 -0.0552478  1.7437978  0.5665386 -0.414627 ],[-0.29687   0.480363  0.046261]
3415,[-2.4372263  1.7825835  2.1514797 -0.0887718  1.7438569  0.566488  -0.4145787],[-0.2892    0.486504  0.046408]
3416,[-2.4372368  1.7823852  2.1513822 -0.0969652  1.7438426  0.5665808 -0.414511 ],[-0.287718  0.4877    0.046486]
3417,[-2.4372468  1.782059   2.1511831 -0.1279647  1.7441115  0.5666199 -0.4145841],[-0.280643  0.493348  0.0471  ]
3418,[-2.4373119  1.7820018  2.1512551 -0.1351932  1.7440963  0.566621  -0.4146573],[-0.279328  0.494417  0.047237]
3419,[-2.4372201  1.7817538  2.1513975 -0.1631744  1.7438188  0.5665939 -0.4146193],[-0.27291   0.499515  0.047909]
3420,[-2.4372847  1.7817786  2.1514218 -0.1699356  1.7437949  0.5666223 -0.414669 ],[-0.271659  0.500514  0.048057]
3421,[-2.4373038  1.7816394  2.1514199 -0.1767694  1.7438054  0.5666963 -0.4145908],[-0.270415  0.501517  0.048224]
3422,[-2.4372625  1.781647   2.1515093 -0.2029774  1.7438588  0.566677  -0.4145868],[-0.264569  0.506305  0.049286]
3423,[-2.4373288  1.7815955  2.151418  -0.2292582  1.7438588  0.5667022 -0.4145367],[-0.258807  0.510935  0.05055 ]
3424,[-2.4372931  1.781504   2.1513319 -0.2358154  1.743856   0.566717  -0.4146351],[-0.257594  0.511876  0.0508  ]
3425,[-2.4372995  1.7812541  2.1514513 -0.2620107  1.7438817  0.5667201 -0.4147075],[-0.251791  0.516557  0.052305]
3426,[-2.4373116  1.7810195  2.1519742 -0.2992937  1.7439628  0.5667553 -0.4146294],[-0.243892  0.522959  0.05439 ]
3427,[-2.43734    1.7807506  2.1521363 -0.3239704  1.7439723  0.5668014 -0.4146099],[-0.238478  0.527301  0.056105]
3428,[-2.437206   1.7808326  2.1521654 -0.3299924  1.7439742  0.5667347 -0.4146427],[-0.237386  0.528168  0.056508]
3429,[-2.4372528  1.780804   2.1522667 -0.3546625  1.7439036  0.5667731 -0.4145719],[-0.232084  0.532412  0.058436]
3430,[-2.4372709  1.7807239  2.1523793 -0.3609564  1.7439332  0.5667107 -0.4145335],[-0.230966  0.533296  0.058842]
3431,[-2.4372652  1.7805217  2.1524723 -0.3857774  1.7440181  0.5667023 -0.4146442],[-0.225692  0.537558  0.061041]
3432,[-2.4372573  1.7804702  2.1524961 -0.3918718  1.7439332  0.566748  -0.4146354],[-0.224664  0.538417  0.061522]
3433,[-2.4372013  1.7804473  2.1524904 -0.397924   1.7439208  0.5667588 -0.4146044],[-0.223595  0.539274  0.061986]
3434,[-2.4372501  1.7804835  2.1526322 -0.416294   1.7440476  0.5667326 -0.4146522],[-0.219413  0.542628  0.06396 ]
3435,[-2.4372897  1.7804664  2.1527038 -0.4222964  1.7440639  0.5667686 -0.4146502],[-0.218424  0.543446  0.064473]
3436,[-2.4372618  1.7803233  2.152884  -0.4461194  1.743957   0.566751  -0.4145645],[-0.213278  0.54759   0.066979]
3437,[-2.4372609  1.7803214  2.1530855 -0.452063   1.7439399  0.5666926 -0.4146529],[-0.212254  0.548411  0.067501]
3438,[-2.4372604  1.7799075  2.1531758 -0.4814015  1.7439361  0.566737  -0.4146107],[-0.206291  0.553215  0.070686]
3439,[-2.4372959  1.7796386  2.1532335 -0.504135   1.7439523  0.5667009 -0.4146368],[-0.201583  0.557031  0.073517]
3440,[-2.43734    1.7795928  2.1534002 -0.5093632  1.7439179  0.5667086 -0.4146011],[-0.200721  0.557722  0.074052]
3441,[-2.4373109  1.7796462  2.1534896 -0.5144802  1.7439198  0.5666747 -0.4146035],[-0.199805  0.558426  0.074561]
3442,[-2.4371982  1.7795909  2.1536987 -0.5291691  1.7439437  0.5666776 -0.4146305],[-0.19646   0.561143  0.076632]
3443,[-2.4372859  1.7794879  2.1538165 -0.5339232  1.7439828  0.5665905 -0.414622 ],[-0.195667  0.561762  0.077138]
3444,[-2.4372613  1.7794822  2.1538625 -0.5385396  1.7439151  0.5666816 -0.4146592],[-0.19488   0.562413  0.07766 ]
3445,[-2.4373384  1.7794364  2.1542029 -0.5516827  1.7439389  0.5666348 -0.4146357],[-0.191979  0.564757  0.07954 ]
3446,[-2.4372845  1.779446   2.1541603 -0.5558609  1.7439675  0.5666648 -0.4145718],[-0.19132   0.565304  0.080008]
3447,[-2.4373047  1.7794135  2.1541588 -0.5721232  1.7440171  0.5666331 -0.41463  ],[-0.188184  0.567811  0.08236 ]
3448,[-2.4372795  1.7794078  2.1541352 -0.5761734  1.7439418  0.5666286 -0.4146125],[-0.187509  0.568342  0.082762]
3449,[-2.4373217  1.7794345  2.1540728 -0.5905891  1.7439961  0.5666278 -0.4146165],[-0.185864  0.570458  0.085484]
3450,[-2.4372559  1.7795165  2.1541295 -0.5937914  1.7439752  0.5666953 -0.4146014],[-0.185404  0.57088   0.085863]
3451,[-2.4373174  1.7795375  2.1543186 -0.6048744  1.7439656  0.566593  -0.4145668],[-0.182076  0.572982  0.087516]
3452,[-2.4373331  1.7795299  2.1543112 -0.60743    1.7440562  0.5665669 -0.4145742],[-0.181725  0.573311  0.087868]
3453,[-2.4372365  1.7794517  2.1543505 -0.6097956  1.7440286  0.5665434 -0.4145314],[-0.181392  0.573585  0.088198]
3454,[-2.4373038  1.7794479  2.1543672 -0.6184587  1.7440133  0.5665643 -0.414604 ],[-0.179605  0.57499   0.089565]
3455,[-2.4372416  1.7794822  2.1541681 -0.6254369  1.7440505  0.5665789 -0.4146859],[-0.178376  0.576036  0.090823]
3456,[-2.4372833  1.7794746  2.1540968 -0.6266932  1.7439637  0.5664552 -0.4145855],[-0.17813   0.576223  0.091019]
3457,[-2.4372673  1.7794917  2.154067  -0.6314864  1.744081   0.5664818 -0.41462  ],[-0.177221  0.576984  0.091858]
3458,[-2.4372082  1.7794555  2.1540508 -0.6325202  1.744103   0.5664668 -0.4146316],[-0.177069  0.577106  0.091967]
3459,[-2.4373276  1.7795337  2.1542161 -0.6346475  1.7440991  0.5664948 -0.4146811],[-0.176454  0.577557  0.092348]
3460,[-2.437336   1.7795356  2.1542246 -0.6349486  1.7441792  0.5665277 -0.4146675],[-0.176418  0.577595  0.09239 ]
3461,[-2.4372818  1.7794765  2.1543467 -0.6359898  1.744019   0.5664909 -0.4146854],[-0.176193  0.577799  0.092582]
3462,[-2.437304   1.7794688  2.1543941 -0.6359307  1.7441077  0.5664524 -0.4146367],[-0.176188  0.577811  0.092583]
3463,[-2.4373429  1.7794974  2.1543438 -0.6359234  1.7440047  0.566469  -0.4146206],[-0.17621   0.57779   0.092573]
3464,[-2.4372981  1.7795451  2.154202  -0.6358627  1.7440448  0.5665089 -0.414609 ],[-0.176272  0.577735  0.092574]
3465,[-2.437341   1.7794803  2.1542194 -0.6358064  1.7440524  0.5664825 -0.4146318],[-0.176284  0.577723  0.092569]
3466,[-2.4372842  1.7795394  2.1543047 -0.6357967  1.7440667  0.5664654 -0.4145721],[-0.176282  0.577721  0.092571]
3467,[-2.4373426  1.7794879  2.1542675 -0.6357462  1.7440743  0.5665259 -0.4146191],[-0.176304  0.577714  0.092564]
3468,[-2.4373157  1.7795184  2.1543391 -0.6355482  1.744082   0.5665031 -0.4146149],[-0.176268  0.577737  0.092505]
3469,[-2.437288   1.7794841  2.1543579 -0.6353752  1.744019   0.5664758 -0.4146166],[-0.176275  0.577726  0.092498]
3470,[-2.437304   1.7795585  2.1545036 -0.6337733  1.7440267  0.5664063 -0.4146131],[-0.176426  0.577577  0.09224 ]
3471,[-2.4372993  1.7794593  2.1545529 -0.6329102  1.7440019  0.5664718 -0.4146812],[-0.176538  0.5775    0.092169]
3472,[-2.4372983  1.7795451  2.1546006 -0.6284233  1.7439666  0.5664508 -0.4146962],[-0.177267  0.576907  0.091497]
3473,[-2.4373276  1.7795699  2.1545835 -0.6271964  1.7439933  0.5664632 -0.414668 ],[-0.177465  0.576727  0.091308]
3474,[-2.4372101  1.7795165  2.1546376 -0.6207513  1.7439551  0.566489  -0.4146092],[-0.178708  0.57578   0.090346]
3475,[-2.437309   1.7794917  2.1547582 -0.6188705  1.7439599  0.5663924 -0.4145905],[-0.17898   0.575552  0.090137]
3476,[-2.437341   1.7796176  2.154741  -0.6165981  1.7439275  0.5664084 -0.4146384],[-0.179199  0.57535   0.089877]
3477,[-2.4373     1.7795871  2.1550694 -0.6061723  1.7440028  0.5664282 -0.4146505],[-0.180996  0.573872  0.08828 ]
3478,[-2.437309   1.7795146  2.1552413 -0.5929675  1.7440066  0.566432  -0.4146003],[-0.183421  0.571998  0.086289]
3479,[-2.4373541  1.7795261  2.1553509 -0.5889296  1.7439256  0.5663471 -0.4146617],[-0.184968  0.57132   0.08591 ]
3480,[-2.4373291  1.7795737  2.1557972 -0.5673171  1.7439771  0.5663655 -0.4146331],[-0.187381  0.568467  0.082361]
3481,[-2.4372854  1.7795566  2.1560807 -0.5477287  1.7439771  0.5663771 -0.414654 ],[-0.191068  0.565558  0.079627]
3482,[-2.4372919  1.7794803  2.1562662 -0.5424405  1.7438645  0.5663561 -0.4146281],[-0.191751  0.564966  0.079018]
3483,[-2.4373362  1.7795642  2.1566699 -0.520398   1.743916   0.5663642 -0.4145788],[-0.19593   0.561631  0.07597 ]
3484,[-2.4373608  1.7794307  2.1568975 -0.5145977  1.7438426  0.5663602 -0.4145695],[-0.19682   0.560916  0.075311]
3485,[-2.4373772  1.7794841  2.1574299 -0.4898467  1.7438302  0.566301  -0.4146422],[-0.20155   0.557086  0.072032]
3486,[-2.4372778  1.7794116  2.1574552 -0.4834919  1.7437882  0.5663236 -0.4146315],[-0.202547  0.55626   0.071379]
3487,[-2.4373336  1.7794059  2.1579716 -0.4571602  1.7438703  0.5662931 -0.4146133],[-0.207743  0.552088  0.06813 ]
3488,[-2.4373128  1.779383   2.1580625 -0.4503848  1.7437644  0.5663091 -0.4146617],[-0.208806  0.551232  0.067465]
3489,[-2.4372241  1.7793964  2.1581764 -0.4434186  1.7438073  0.5662568 -0.4146555],[-0.209925  0.550357  0.06681 ]
3490,[-2.4373391  1.7793716  2.1584427 -0.421814   1.7437081  0.5663472 -0.4146109],[-0.214534  0.546624  0.064264]
3491,[-2.4372554  1.7793811  2.1586161 -0.4142151  1.7437224  0.5662518 -0.4146254],[-0.215752  0.545652  0.063592]
3492,[-2.4373796  1.7792743  2.1590934 -0.3823672  1.7437472  0.5662364 -0.4146404],[-0.222191  0.540496  0.060258]
3493,[-2.4372857  1.7793239  2.1592426 -0.3740911  1.7436652  0.566284  -0.4146093],[-0.223539  0.539408  0.059584]
3494,[-2.4373112  1.7792094  2.1598423 -0.3397687  1.7436423  0.5662083 -0.4145893],[-0.230474  0.533798  0.056322]
3495,[-2.4372778  1.7791522  2.1600108 -0.3311394  1.7436299  0.5661614 -0.4146802],[-0.231914  0.532616  0.055676]
3496,[-2.4372549  1.7791446  2.1607172 -0.295863   1.7436023  0.5660527 -0.4146846],[-0.239271  0.526735  0.052756]
3497,[-2.4373116  1.7791751  2.1609073 -0.2870333  1.7434649  0.5660848 -0.4146002],[-0.240742  0.525503  0.052193]
3498,[-2.4373147  1.7791713  2.1610928 -0.2784038  1.7436185  0.5661236 -0.4146941],[-0.242265  0.524303  0.051668]
3499,[-2.4372857  1.7792075  2.1613276 -0.2209116  1.7433944  0.565973  -0.4146502],[-0.255493  0.513705  0.047752]
3500,[-2.4372804  1.7792724  2.1615071 -0.2114412  1.7434869  0.5660556 -0.4145628],[-0.256919  0.512472  0.04734 ]
3501,[-2.4372451  1.7792705  2.1617553 -0.2029102  1.7435031  0.5660425 -0.4146115],[-0.258462  0.511267  0.047027]
3502,[-2.4373229  1.7793525  2.1618018 -0.1946379  1.7434039  0.566034  -0.4146184],[-0.259887  0.510109  0.046691]
3503,[-2.4372814  1.779322   2.1621172 -0.1702922  1.7432561  0.5659953 -0.4145948],[-0.26555   0.505423  0.04534 ]
3504,[-2.437289   1.7793754  2.1620903 -0.162311   1.7432246  0.5660039 -0.4146335],[-0.266978  0.504293  0.045043]
3505,[-2.4372263  1.7793105  2.1622558 -0.1541661  1.7432208  0.5660305 -0.4146127],[-0.268412  0.503151  0.044767]
3506,[-2.4372623  1.7793296  2.1629896 -0.1288942  1.7433486  0.5659481 -0.4146355],[-0.274164  0.49856   0.043672]
3507,[-2.4372706  1.7794078  2.1633401 -0.1205081  1.7433467  0.5659933 -0.4146524],[-0.275608  0.497395  0.043442]
3508,[-2.4373202  1.7797053  2.1641297 -0.0876786  1.7431788  0.5660204 -0.4146765],[-0.282672  0.491684  0.042389]
3509,[-2.4372563  1.7796558  2.1643293 -0.0799573  1.7432408  0.5659711 -0.4145919],[-0.284091  0.490555  0.042199]
3510,[-2.4372921  1.7797473  2.1650548 -0.0402891  1.7431121  0.5658872 -0.4146082],[-0.292423  0.483923  0.041657]
3511,[-2.4372735  1.7797874  2.165417  -0.0086167  1.7431645  0.5658797 -0.4146448],[-0.299531  0.478316  0.041545]
3512,[-2.4373550e+00  1.7798618e+00  2.1656106e+00 -6.1533321e-04  1.7432084e+00  5.6584376e-01 -4.1460010e-01],[-0.300887  0.477186  0.041548]
3513,[-2.4372323  1.7798503  2.1657546  0.007126   1.7431664  0.5657941 -0.4146402],[-0.302316  0.476091  0.041643]
3514,[-2.4372799  1.7799991  2.1663215  0.0316079  1.7431121  0.5658969 -0.414646 ],[-0.307929  0.471486  0.041855]
3515,[-2.4372406  1.780083   2.166497   0.0395501  1.7430091  0.5658222 -0.4146681],[-0.309304  0.470321  0.041948]
3516,[-2.4372044  1.780762   2.1671906  0.071222   1.742847   0.5658476 -0.4146325],[-0.316205  0.464728  0.042706]
3517,[-2.4372454  1.7807677  2.1673019  0.0786173  1.7427974  0.5658724 -0.4146017],[-0.317639  0.463565  0.04288 ]
3518,[-2.4373062  1.7808479  2.1674621  0.0876448  1.7427201  0.5658283 -0.4146375],[-0.319082  0.462392  0.043071]
3519,[-2.4373055  1.7810939  2.1681767  0.1213043  1.7426839  0.5657824 -0.4145986],[-0.326354  0.456616  0.044085]
3520,[-2.4372554  1.781235   2.1689882  0.1555549  1.742764   0.5657618 -0.4146214],[-0.333656  0.450684  0.045361]
3521,[-2.4373591  1.7812522  2.1691413  0.1643062  1.7428517  0.5657464 -0.4145554],[-0.335217  0.449432  0.045772]
3522,[-2.437274   1.781319   2.1685741  0.1976708  1.7424293  0.5657365 -0.4146692],[-0.342812  0.44319   0.047728]
3523,[-2.4372213  1.7812942  2.168371   0.2056004  1.742332   0.5656489 -0.4145659],[-0.344339  0.441921  0.048216]
3524,[-2.4373407  1.7812999  2.1681716  0.2155795  1.7423511  0.5656973 -0.4145109],[-0.346011  0.44062   0.048892]
3525,[-2.4372802  1.781319   2.1675441  0.2330366  1.7423987  0.5657201 -0.4147089],[-0.351059  0.436539  0.050751]
3526,[-2.4372675  1.7813247  2.1671669  0.2430741  1.742415   0.5656954 -0.4146135],[-0.352775  0.435176  0.051365]
3527,[-2.4372842  1.78138    2.1668949  0.2515495  1.7423396  0.5656977 -0.4146571],[-0.35451   0.433818  0.052159]
3528,[-2.4373283  1.7817195  2.1667907  0.2719187  1.7424684  0.5657347 -0.4145906],[-0.35979   0.429587  0.054312]
3529,[-2.4371645  1.7819465  2.1667283  0.2930019  1.742538   0.5659031 -0.4145381],[-0.363343  0.426768  0.055915]
3530,[-2.4372082  1.7820876  2.1667702  0.3027774  1.7418694  0.565272  -0.4146225],[-0.364925  0.425346  0.056635]
3531,[-2.4372127  1.7827418  2.167294   0.3352493  1.7423749  0.5656127 -0.4145859],[-0.372117  0.419618  0.060011]
3532,[-2.4372897  1.78278    2.1670015  0.3546129  1.7419724  0.5652491 -0.4146331],[-0.37706   0.415651  0.06256 ]
3533,[-2.4373646  1.7827686  2.1671515  0.3762728  1.7410407  0.5654956 -0.4146143],[-0.380468  0.412777  0.064355]
3534,[-2.4372561  1.7828696  2.1669793  0.3969626  1.7411685  0.5654624 -0.4146272],[-0.383856  0.410044  0.066262]
3535,[-2.4372556  1.7828868  2.1670721  0.4060016  1.7411027  0.5657392 -0.4146291],[-0.385656  0.408645  0.067335]
3536,[-2.4373028  1.783213   2.1672521  0.45926    1.7411675  0.5656856 -0.4146286],[-0.395766  0.400433  0.073878]
3537,[-2.4372809  1.7833675  2.1676385  0.5122139  1.7405801  0.5654439 -0.4146971],[-0.405669  0.392458  0.080981]
3538,[-2.4372611  1.7834342  2.1678636  0.5228174  1.7406611  0.5655997 -0.4145713],[-0.407297  0.391218  0.082211]
3539,[-2.4372125  1.7834151  2.1681745  0.554552   1.7407355  0.5655289 -0.4146818],[-0.41372   0.386107  0.087288]
3540,[-2.4373004  1.7835086  2.1679134  0.5640137  1.7406716  0.5653543 -0.4145533],[-0.415257  0.384871  0.088589]
3541,[-2.4372146  1.7834399  2.1667314  0.6007468  1.7406764  0.565456  -0.4146152],[-0.422527  0.379038  0.09533 ]
3542,[-2.4372661  1.7842754  2.1660106  0.6493725  1.7407117  0.565478  -0.4146568],[-0.430969  0.372208  0.104174]
3543,[-2.4373283  1.7842792  2.1658657  0.6574365  1.7407365  0.5655252 -0.4146302],[-0.432336  0.371134  0.105619]
3544,[-2.4372022  1.7844566  2.165514   0.6945798  1.74087    0.5655283 -0.4146297],[-0.438829  0.366     0.112712]
3545,[-2.4372165  1.7843593  2.1655068  0.7026677  1.7409291  0.5654957 -0.4145857],[-0.439986  0.365033  0.114075]
3546,[-2.4372718  1.7845615  2.1657071  0.7366505  1.7408576  0.5655337 -0.4145708],[-0.445536  0.360563  0.120733]
3547,[-2.4372213  1.7846645  2.1653221  0.742631   1.7407603  0.5656016 -0.4145637],[-0.446561  0.359804  0.122032]
3548,[-2.4371998  1.7847045  2.1646988  0.7794474  1.7408433  0.5655644 -0.4146004],[-0.452301  0.355242  0.129631]
3549,[-2.4372144  1.7848647  2.1646457  0.7942182  1.7409139  0.5656072 -0.4145496],[-0.454192  0.353738  0.132336]
3550,[-2.4372077  1.7850536  2.164654   0.8100895  1.7406802  0.5655019 -0.4146352],[-0.456831  0.351608  0.1362  ]
3551,[-2.4372189  1.7850745  2.1648395  0.8173267  1.7407346  0.5654899 -0.4146124],[-0.45776   0.350867  0.137557]
3552,[-2.4372864  1.7848972  2.1648104  0.8538053  1.7408948  0.5655347 -0.4146104],[-0.464581  0.345471  0.147624]
3553,[-2.437144   1.7848361  2.1647298  0.8787407  1.7409167  0.5656149 -0.4146348],[-0.466763  0.343689  0.151137]
3554,[-2.4371223  1.7851432  2.164984   0.9188342  1.7401109  0.5645747 -0.4146301],[-0.472163  0.339408  0.160713]
3555,[-2.43718    1.7850974  2.165848   0.926869   1.7403073  0.5659338 -0.4146423],[-0.472845  0.338667  0.161851]
3556,[-2.4371412  1.7852576  2.1666708  0.9406225  1.7405896  0.5654452 -0.4146296],[-0.474074  0.337799  0.164089]
3557,[-2.4372005  1.7853702  2.1673441  0.9477862  1.7404199  0.5656011 -0.4146326],[-0.474607  0.33735   0.165205]
3558,[-2.4372139  1.7852672  2.1681416  0.9728331  1.7404904  0.565575  -0.4146272],[-0.477681  0.334986  0.170952]
3559,[-2.4371586  1.7851699  2.1681478  0.9782439  1.740519   0.5655761 -0.4146743],[-0.478238  0.334537  0.171988]
3560,[-2.4371533  1.7851394  2.1679854  0.9839724  1.7406125  0.5655999 -0.4146949],[-0.478807  0.334116  0.173094]
3561,[-2.4371858  1.7852824  2.1681786  1.0077927  1.7406135  0.5655864 -0.4146226],[-0.48156   0.331833  0.178968]
3562,[-2.4370732  1.7856105  2.1678829  1.0311147  1.7405629  0.5656199 -0.4146104],[-0.484125  0.329727  0.185182]
3563,[-2.4371879  1.7856334  2.1679549  1.0362802  1.7405505  0.5655631 -0.4146568],[-0.484625  0.329305  0.186382]
3564,[-2.4371297  1.7856734  2.1678154  1.0422337  1.7404799  0.5655789 -0.4146188],[-0.485122  0.328875  0.187703]
3565,[-2.4371138  1.7856029  2.1677403  1.0605179  1.740644   0.5656493 -0.4146678],[-0.487326  0.327213  0.192812]
3566,[-2.4371068  1.7855266  2.1674902  1.065644   1.7406611  0.5655841 -0.4145647],[-0.487828  0.326816  0.193961]
3567,[-2.4371464  1.7855609  2.1669357  1.0854282  1.7407022  0.5655394 -0.4146339],[-0.489992  0.325163  0.199497]
3568,[-2.437036   1.785601   2.1669929  1.0909383  1.7406259  0.5656633 -0.4146138],[-0.490384  0.32483   0.200628]
3569,[-2.4371769  1.7857059  2.1674471  1.112287   1.7406344  0.5656868 -0.4145631],[-0.492298  0.323207  0.206025]
3570,[-2.4371841  1.7856563  2.167474   1.1172122  1.7406707  0.5656685 -0.4145872],[-0.492659  0.32295   0.206999]
3571,[-2.4370813  1.7856277  2.1676335  1.1222876  1.7407422  0.5656159 -0.4145771],[-0.49299   0.322654  0.207922]
3572,[-2.4371216  1.7856563  2.167887   1.136879   1.7406507  0.5656064 -0.4146883],[-0.494362  0.321594  0.211754]
3573,[-2.4371057  1.78558    2.1682172  1.1422051  1.7407451  0.565663  -0.4145928],[-0.494711  0.321319  0.212747]
3574,[-2.4371021  1.7854922  2.1683867  1.1470329  1.7407193  0.5656771 -0.4146401],[-0.495083  0.321077  0.213738]
3575,[-2.4372125  1.7854942  2.1683655  1.1627548  1.7406201  0.565629  -0.4146551],[-0.496504  0.319966  0.218257]
3576,[-2.4371622  1.78558    2.1682944  1.1659809  1.7407308  0.5656627 -0.4145932],[-0.496743  0.319791  0.219103]
3577,[-2.4371524  1.7856219  2.1679664  1.1754549  1.7406926  0.5656624 -0.414594 ],[-0.49766   0.319064  0.222209]
3578,[-2.4370766  1.7856048  2.1678867  1.1787992  1.7406974  0.5656887 -0.4145308],[-0.497865  0.318903  0.22291 ]
