id,joint_position,m6
4036,[-2.1979027  1.5841239  2.0464017  0.9848477  1.527781  -0.2922753 -0.5612209],[0.972878 0.314637 0.226815]
4037,[-2.1963439  1.5822833  2.0438018  0.9848058  1.5262041 -0.292221  -0.5613334],[0.972808 0.313196 0.227203]
4038,[-2.1947749  1.5803798  2.041105   0.9846342  1.5249    -0.2921796 -0.5612289],[0.972831 0.311761 0.227567]
4039,[-2.1880977  1.5728896  2.0311148  0.984594   1.5188618 -0.2926888 -0.5617203],[0.973074 0.30463  0.229563]
4040,[-2.1864941  1.5709327  2.0284364  0.9845864  1.517282  -0.2929708 -0.5617731],[0.973155 0.303143 0.229962]
4041,[-2.1795897  1.5625156  2.0180876  0.9844207  1.5109529 -0.2928501 -0.5620324],[0.973354 0.295651 0.231366]
4042,[-2.1777673  1.5603488  2.0155342  0.9844373  1.50914   -0.292816  -0.5620682],[0.973418 0.294133 0.231609]
4043,[-2.1709008  1.5519183  2.00528    0.983848   1.500421  -0.2923442 -0.5624865],[0.974004 0.286135 0.232888]
4044,[-2.1691468  1.5497306  2.0027196  0.9836341  1.4986072 -0.2917472 -0.5624758],[0.974184 0.284499 0.233047]
4045,[-2.1629784  1.54332    1.9957025  0.9836412  1.4938121 -0.2916095 -0.5624359],[0.974981 0.277951 0.23357 ]
4046,[-2.1612396  1.5412753  1.9934936  0.9836156  1.4922299 -0.2916327 -0.5625342],[0.975232 0.276339 0.233657]
4047,[-2.1594322  1.5391296  1.9911298  0.9836065  1.4908986 -0.2915941 -0.5625893],[0.975486 0.274715 0.233728]
4048,[-2.1536393  1.5326694  1.9841919  0.983227   1.4867182 -0.2909615 -0.5625458],[0.976519 0.268325 0.234055]
4049,[-2.1518495  1.5306857  1.9820464  0.9831086  1.4852653 -0.2903666 -0.5625348],[0.976765 0.266762 0.234123]
4050,[-2.1499114  1.5284465  1.9799106  0.9830897  1.4836397 -0.2897445 -0.5625454],[0.977026 0.265146 0.234173]
4051,[-2.1421006  1.5203975  1.9719367  0.9829408  1.4774017 -0.2864197 -0.5626158],[0.978466 0.257313 0.233976]
4052,[-2.1323044  1.5103057  1.9613905  0.9833095  1.4687819 -0.2825609 -0.5625205],[0.980223 0.24776  0.234005]
4053,[-2.1303895  1.5082935  1.9589728  0.9833786  1.4678764 -0.2821596 -0.5625626],[0.980485 0.246165 0.234121]
4054,[-2.1222036  1.5005801  1.9494429  0.9833829  1.4666376 -0.2812525 -0.5626305],[0.981703 0.238957 0.234763]
4055,[-2.1142819  1.4936202  1.9397002  0.9835453  1.4646277 -0.279227  -0.5626531],[0.983009 0.231827 0.235822]
4056,[-2.112308   1.4920467  1.9372894  0.9837195  1.4639554 -0.2783513 -0.5625327],[0.983301 0.230355 0.236026]
4057,[-2.1102862  1.4906848  1.9348596  0.9837626  1.4631515 -0.2774083 -0.5625371],[0.983627 0.228899 0.23634 ]
4058,[-2.1024401  1.4857104  1.9252501  0.9838209  1.4597621 -0.2742521 -0.5624576],[0.985407 0.221564 0.238259]
4059,[-2.0928385  1.4793342  1.9110681  0.9842247  1.4590931 -0.2733616 -0.5625315],[0.987114 0.21342  0.241962]
4060,[-2.0912194  1.4779723  1.9077061  0.9841005  1.4592414 -0.2733701 -0.5625106],[0.987271 0.21213  0.242672]
4061,[-2.0852828  1.4725421  1.8948023  0.9839944  1.459826  -0.2734422 -0.5624337],[0.987647 0.206344 0.246442]
4062,[-2.0839417  1.471329   1.8916954  0.9840267  1.45996   -0.2734871 -0.5624965],[0.987692 0.205341 0.247161]
4063,[-2.0804906  1.4677241  1.8826709  0.9839523  1.4601722 -0.2736363 -0.5625023],[0.987796 0.201429 0.250144]
4064,[-2.0793242  1.466595   1.8797133  0.9838356  1.4601879 -0.2736043 -0.5624893],[0.987801 0.200463 0.250869]
4065,[-2.0782387  1.4654201  1.8766834  0.9839033  1.4605188 -0.2736971 -0.5623976],[0.987844 0.199555 0.251625]
4066,[-2.0750229  1.4616702  1.8677677  0.9840739  1.4615006 -0.2738061 -0.562458 ],[0.987826 0.196007 0.254568]
4067,[-2.0740047  1.4604724  1.8646435  0.9843308  1.4618688 -0.2738898 -0.5624253],[0.987822 0.195117 0.255297]
4068,[-2.0729723  1.4593528  1.8614993  0.9842981  1.4621739 -0.2744772 -0.5624925],[0.987818 0.194259 0.256091]
4069,[-2.0686016  1.4557384  1.8494856  0.9833143  1.4634118 -0.2763907 -0.5624459],[0.987882 0.190109 0.260381]
4070,[-2.0632021  1.453461   1.8381053  0.9833378  1.4620285 -0.2770816 -0.5624546],[0.988913 0.185191 0.265305]
4071,[-2.0619853  1.4533733  1.8362879  0.9833121  1.4615908 -0.2771499 -0.5624118],[0.98921  0.18438  0.266184]
4072,[-2.0564754  1.4541228  1.8298426  0.9823563  1.461091  -0.2778306 -0.5621827],[0.991193 0.180612 0.270771]
4073,[-2.0552258  1.4545749  1.8284701  0.9816566  1.4607296 -0.2778726 -0.562121 ],[0.991587 0.179936 0.271721]
4074,[-2.0531137  1.4562953  1.8267502  0.9799083  1.459003  -0.2776596 -0.5619755],[0.99253  0.178746 0.273235]
4075,[-2.0515802  1.4586261  1.8268692  0.9790223  1.4556055 -0.2756823 -0.5617059],[0.994035 0.177259 0.274993]
4076,[-2.0511436  1.4601386  1.8279066  0.9789554  1.4531164 -0.2752349 -0.5612544],[0.994515 0.176868 0.27535 ]
4077,[-2.0502808  1.467171   1.8347037  0.9764518  1.4413376 -0.272389  -0.5606286],[0.997305 0.176348 0.276501]
4078,[-2.0516627  1.4748481  1.8467995  0.9668502  1.4222236 -0.2631041 -0.559559 ],[0.999842 0.177161 0.273763]
4079,[-2.052681   1.4757102  1.8485764  0.963865   1.4184136 -0.2610288 -0.5591825],[1.000057 0.177394 0.273055]
4080,[-2.0570796  1.4771407  1.8536539  0.9522051  1.4074378 -0.2515596 -0.5585954],[1.000176 0.178768 0.268267]
4081,[-2.0584505  1.4771407  1.8538642  0.9473143  1.4058347 -0.2491418 -0.5585199],[0.99998  0.179137 0.267044]
4082,[-2.0647264  1.4769557  1.8538442  0.926675   1.3987446 -0.2387542 -0.5585333],[0.998364 0.181426 0.261096]
4083,[-2.0663557  1.4769881  1.8535533  0.9204325  1.396708  -0.2362739 -0.5584774],[0.998039 0.181951 0.259976]
4084,[-2.0708435  1.477896   1.8534237  0.9018403  1.3912277 -0.2283436 -0.5585079],[0.996977 0.184116 0.255522]
4085,[-2.0723233  1.478432   1.8536478  0.8949819  1.3892374 -0.2259018 -0.5584066],[0.996857 0.184659 0.254308]
4086,[-2.0736687  1.479008   1.8537762  0.8878976  1.3875375 -0.223775  -0.5583208],[0.996763 0.185251 0.253062]
4087,[-2.0776987  1.480347   1.8540785  0.8571685  1.3853693 -0.2173841 -0.5572627],[0.996677 0.188568 0.246065]
4088,[-2.0783122  1.4804195  1.8539021  0.849088   1.38587   -0.2169635 -0.5570373],[0.996693 0.189321 0.244701]
4089,[-2.0806472  1.4807323  1.8531984  0.8176107  1.3897967 -0.2169551 -0.5559911],[0.996668 0.193261 0.238001]
4090,[-2.0812509  1.4807838  1.8533739  0.8107448  1.3913317 -0.2169253 -0.5558289],[0.996697 0.194133 0.236677]
4091,[-2.0833426  1.4810889  1.8544865  0.7856714  1.3981357 -0.2169342 -0.5548428],[0.996642 0.19877  0.230228]
4092,[-2.0839174  1.4812072  1.8546158  0.7793844  1.3998489 -0.2167217 -0.5547389],[0.996621 0.19965  0.229035]
4093,[-2.0860269  1.4813274  1.8546568  0.7565075  1.4053459 -0.2155213 -0.5545099],[0.996637 0.203703 0.223553]
4094,[-2.086503   1.4814456  1.8546566  0.7513016  1.405654  -0.2145427 -0.5545001],[0.996609 0.204331 0.222636]
4095,[-2.0881748  1.4817756  1.8547814  0.7290421  1.4051027 -0.2071077 -0.5544209],[0.997378 0.206611 0.217189]
4096,[-2.0883267  1.4818862  1.8550643  0.7239538  1.4049659 -0.2054132 -0.5544328],[0.997643 0.206986 0.215979]
4097,[-2.0883138  1.4820712  1.8553799  0.7031815  1.4044857 -0.2004449 -0.554464 ],[0.999248 0.208539 0.21062 ]
4098,[-2.0883174  1.4820064  1.8552395  0.697334   1.4043217 -0.1992723 -0.5545014],[0.999559 0.208818 0.20972 ]
4099,[-2.0880563  1.4824565  1.8538474  0.6724253  1.4020815 -0.1941138 -0.5545074],[1.001321 0.210006 0.204905]
4100,[-2.0863674  1.4834102  1.8536221  0.6535811  1.3963499 -0.1917019 -0.5534745],[1.003912 0.210347 0.200903]
4101,[-2.0858428  1.4835075  1.8534826  0.6533482  1.3953013 -0.191778  -0.5532942],[1.004248 0.210084 0.20087 ]
4102,[-2.0834749  1.4841464  1.8484868  0.6594225  1.3893814 -0.1949461 -0.5532262],[1.004844 0.206775 0.204884]
4103,[-2.0832071  1.4842303  1.8451786  0.6613609  1.3875937 -0.1962499 -0.553321 ],[1.004722 0.205884 0.206349]
4104,[-2.081913   1.4862579  1.8317575  0.6755378  1.3825016 -0.1999814 -0.5535198],[1.003227 0.200599 0.217711]
4105,[-2.081804   1.4872745  1.8287086  0.6816792  1.3811312 -0.2006928 -0.553587 ],[1.002812 0.199534 0.220547]
4106,[-2.0819373  1.4925178  1.8210287  0.7204406  1.3736529 -0.2012775 -0.5546513],[1.000722 0.19392  0.23666 ]
4107,[-2.0820682  1.4940093  1.8198118  0.7321144  1.3715906 -0.201271  -0.5548493],[1.000371 0.192843 0.240046]
4108,[-2.0828705  1.4983009  1.8152843  0.778689   1.3610482 -0.2010899 -0.5549456],[0.998672 0.18783  0.25667 ]
4109,[-2.08447    1.499327   1.8085856  0.8362979  1.348299  -0.2008398 -0.5549054],[0.996329 0.182152 0.274193]
4110,[-2.0847971  1.4992011  1.8077878  0.8482474  1.3462582 -0.2009343 -0.5549409],[0.995923 0.181332 0.276908]
4111,[-2.0856194  1.4989741  1.8055336  0.8993302  1.3411965 -0.2010729 -0.5544344],[0.99425  0.177968 0.290006]
4112,[-2.0857739  1.4988578  1.8051286  0.9129698  1.3407588 -0.2011558 -0.5543036],[0.993904 0.177411 0.292651]
4113,[-2.0855746  1.4981998  1.8039206  0.9551737  1.3406358 -0.2010472 -0.5539559],[0.992792 0.175342 0.303577]
4114,[-2.0857213  1.4979747  1.8033192  0.9694722  1.340662  -0.200967  -0.5539027],[0.992524 0.174797 0.306384]
4115,[-2.085531   1.4976752  1.8027555  0.9838287  1.340538  -0.2010295 -0.553818 ],[0.992348 0.174283 0.309177]
4116,[-2.0848181  1.4969581  1.8012203  1.0268829  1.3403621 -0.2009901 -0.553774 ],[0.991876 0.172376 0.320522]
4117,[-2.0844579  1.4968742  1.8010743  1.0424044  1.3403912 -0.2010527 -0.5536649],[0.99189  0.171959 0.323488]
4118,[-2.0840616  1.4968265  1.8010534  1.0582898  1.3404093 -0.2009923 -0.5537265],[0.991927 0.171623 0.32651 ]
4119,[-2.082021   1.4966911  1.8008302  1.1238213  1.3405666 -0.2009445 -0.5536219],[0.992345 0.170282 0.342328]
4120,[-2.0801079  1.4962733  1.8008764  1.19054    1.3405619 -0.2009885 -0.5535354],[0.993439 0.170048 0.358082]
4121,[-2.0797215  1.4962657  1.8008891  1.2078111  1.3404541 -0.20099   -0.5535663],[0.993692 0.170054 0.361342]
4122,[-2.0792606  1.4961208  1.801097   1.225445   1.3405194 -0.2009955 -0.5535541],[0.993968 0.170179 0.364505]
4123,[-2.0776904  1.4958747  1.8017111  1.2922769  1.3404727 -0.2009407 -0.5534291],[0.995692 0.171357 0.379948]
4124,[-2.0768359  1.4955867  1.8021582  1.3537812  1.3403516 -0.2006447 -0.5535156],[0.997508 0.173446 0.394167]
4125,[-2.0766847  1.4954551  1.8022354  1.368404   1.3404169 -0.200278  -0.5534532],[0.997856 0.173864 0.396763]
4126,[-2.0764318  1.4953044  1.802299   1.3826116  1.3403082 -0.2002514 -0.5534632],[0.99827  0.174346 0.399379]
4127,[-2.0755551  1.49449    1.8023729  1.4363952  1.3402867 -0.2000412 -0.5533034],[1.000176 0.17711  0.411625]
4128,[-2.0753658  1.4944976  1.8025366  1.4488525  1.3403611 -0.1999403 -0.5533455],[1.000589 0.177566 0.413489]
4129,[-2.074646   1.4944633  1.8043653  1.4934567  1.3402638 -0.1998624 -0.5532017],[1.002904 0.180747 0.423446]
4130,[-2.0742188  1.4943603  1.8065439  1.5380269  1.3403435 -0.1996186 -0.553152 ],[1.004991 0.184249 0.432117]
4131,[-2.0741398  1.4941657  1.8068484  1.5454475  1.3404593 -0.1995607 -0.5531647],[1.005241 0.184734 0.433317]
4132,[-2.0740561  1.4931644  1.8078189  1.5631751  1.3411846 -0.1993482 -0.5528663],[1.006014 0.186406 0.436784]
4133,[-2.0744071  1.4922012  1.8125806  1.5598086  1.3449922 -0.1994776 -0.5527704],[1.005024 0.186819 0.433427]
4134,[-2.0747468  1.4916652  1.8146253  1.5596367  1.3460369 -0.1994349 -0.5527005],[1.004716 0.186955 0.43236 ]
4135,[-2.0772591  1.4884151  1.8261878  1.5565372  1.3522205 -0.1993888 -0.5526196],[1.002351 0.187934 0.423342]
4136,[-2.0778968  1.4874576  1.8291707  1.5551131  1.3540831 -0.1993343 -0.5525652],[1.001785 0.188194 0.42105 ]
4137,[-2.0814586  1.4826434  1.8429012  1.5484525  1.3599215 -0.1995223 -0.5526833],[0.998635 0.189279 0.408594]
4138,[-2.0871687  1.4792865  1.8536265  1.5214247  1.3670077 -0.1995746 -0.552511 ],[0.994231 0.19079  0.39417 ]
4139,[-2.0883455  1.4791148  1.854435   1.5125592  1.3684692 -0.1996066 -0.5527045],[0.993408 0.19102  0.391937]
4140,[-2.0923259  1.4793056  1.8532417  1.463858   1.3722835 -0.1995248 -0.5525744],[0.989511 0.190872 0.381079]
4141,[-2.0930219  1.4793647  1.8522596  1.4502265  1.3731117 -0.1994528 -0.5526063],[0.988839 0.190641 0.379037]
4142,[-2.0944085  1.4796985  1.8464131  1.3933206  1.3798027 -0.1995392 -0.5526687],[0.985869 0.188983 0.368668]
4143,[-2.0944502  1.4799388  1.84558    1.3810632  1.3818626 -0.1995813 -0.5525931],[0.985419 0.188728 0.366657]
4144,[-2.0945454  1.4808753  1.8439591  1.337667   1.3912487 -0.1994702 -0.5525974],[0.983592 0.18829  0.357257]
4145,[-2.0943673  1.4818271  1.8460292  1.2990762  1.3970437 -0.1994982 -0.5526207],[0.983016 0.188096 0.346871]
4146,[-2.0950334  1.4819854  1.8469435  1.2714037  1.4037771 -0.1994952 -0.5525847],[0.981733 0.189146 0.339462]
4147,[-2.0956125  1.4821761  1.8466823  1.265919   1.4049292 -0.1995173 -0.5526138],[0.981451 0.18949  0.338475]
4148,[-2.0984898  1.4833854  1.8445946  1.2522274  1.4066253 -0.1995067 -0.5525405],[0.980016 0.19106  0.336455]
4149,[-2.0990987  1.4838622  1.8435979  1.2498449  1.4068041 -0.1992504 -0.5523652],[0.979926 0.191401 0.336408]
4150,[-2.1001213  1.4848178  1.8419504  1.2498184  1.4070063 -0.1968802 -0.5517233],[0.979335 0.191795 0.337547]
4151,[-2.1006851  1.4854587  1.8389144  1.2500014  1.4076257 -0.1948393 -0.5513849],[0.979147 0.191889 0.339044]
4152,[-2.1007895  1.4857486  1.837005   1.2496548  1.4083962 -0.1937752 -0.551231 ],[0.979043 0.191805 0.339886]
4153,[-2.0999792  1.4879172  1.8302275  1.2523277  1.4139543 -0.1862288 -0.5454997],[0.978643 0.191111 0.344165]
4154,[-2.0993013  1.4887565  1.8284817  1.252619   1.415751  -0.1844144 -0.5430006],[0.978796 0.190842 0.34518 ]
4155,[-2.0954719  1.4936031  1.8217367  1.2545848  1.4223347 -0.1834085 -0.5389957],[0.980142 0.190028 0.351684]
4156,[-2.0944023  1.4947169  1.8197929  1.255927   1.4243412 -0.1835288 -0.5390236],[0.980418 0.189929 0.353286]
4157,[-2.0909975  1.4975169  1.8104268  1.2660726  1.4348288 -0.1835191 -0.53927  ],[0.981376 0.189559 0.361603]
4158,[-2.0903573  1.4978278  1.8082287  1.2709829  1.4381909 -0.1833817 -0.5394681],[0.981386 0.189667 0.363336]
4159,[-2.0886643  1.4982112  1.8038604  1.2998631  1.4488945 -0.1805546 -0.5376885],[0.981287 0.190287 0.371708]
4160,[-2.0881424  1.4981387  1.8038257  1.3122635  1.4526    -0.1790718 -0.5360555],[0.981285 0.190539 0.372987]
4161,[-2.0864797  1.4961436  1.8052984  1.3635955  1.4604225 -0.1710973 -0.53339  ],[0.981347 0.191079 0.380692]
4162,[-2.0858271  1.4934695  1.8095733  1.4283146  1.4649673 -0.1698147 -0.5328129],[0.982138 0.193576 0.389911]
4163,[-2.0858796  1.4927982  1.8100356  1.4399306  1.4658136 -0.1698274 -0.5320901],[0.982276 0.194082 0.391363]
4164,[-2.0859282  1.4913333  1.8109996  1.4809523  1.4708314 -0.1698029 -0.5264695],[0.982598 0.19679  0.398637]
4165,[-2.0857036  1.4914191  1.8106698  1.5201921  1.4762607 -0.1697572 -0.5190935],[0.983493 0.199687 0.406998]
4166,[-2.0857494  1.491608   1.8107679  1.5278771  1.4771523 -0.1697172 -0.517814 ],[0.983769 0.200183 0.408413]
4167,[-2.0855587  1.492245   1.8105237  1.562797   1.4841428 -0.1697836 -0.5171846],[0.984759 0.20356  0.415801]
4168,[-2.0856829  1.4923595  1.8102994  1.5720891  1.4869418 -0.169797  -0.5172646],[0.984853 0.204477 0.417263]
4169,[-2.086803   1.492636   1.8089795  1.5994598  1.4944468 -0.1697613 -0.5173256],[0.984605 0.208686 0.423486]
4170,[-2.0876751  1.4926837  1.8086566  1.6081054  1.4969335 -0.169816  -0.5173289],[0.984461 0.209856 0.425066]
4171,[-2.0885723  1.4927486  1.8084081  1.6168609  1.4992843 -0.1698808 -0.5173439],[0.984314 0.211106 0.426475]
4172,[-2.0943375  1.4929794  1.8093489  1.6615437  1.5118833 -0.1697468 -0.5175468],[0.983187 0.218649 0.433901]
4173,[-2.0994604  1.493193   1.8110123  1.6955277  1.5275688 -0.170012  -0.5181468],[0.981382 0.226444 0.437927]
4174,[-2.1044033  1.4925788  1.8112274  1.7336911  1.5537477 -0.1730257 -0.5181178],[0.978502 0.235604 0.440909]
4175,[-2.1053185  1.4923328  1.8109821  1.7404209  1.5607529 -0.1738217 -0.5180622],[0.978076 0.237207 0.441371]
4176,[-2.1076968  1.4924396  1.8099103  1.7639265  1.5879283 -0.1780846 -0.5181514],[0.975605 0.244246 0.442801]
4177,[-2.1099219  1.4930652  1.8092008  1.7921933  1.6137199 -0.1804509 -0.5181825],[0.974053 0.250932 0.444912]
4178,[-2.110034   1.4931663  1.8092626  1.798267   1.6170745 -0.1810846 -0.5181254],[0.973997 0.251844 0.445433]
4179,[-2.1112158  1.4931396  1.8099684  1.8286877  1.6302934 -0.1839724 -0.5172254],[0.974219 0.2568   0.448273]
4180,[-2.1116476  1.4931396  1.8098938  1.8376514  1.6337738 -0.1844808 -0.5172256],[0.974195 0.258023 0.448972]
4181,[-2.113656   1.4929717  1.8096759  1.8736672  1.6477585 -0.1856334 -0.5171613],[0.974193 0.264136 0.453309]
4182,[-2.1140773  1.4930957  1.8094904  1.8828071  1.6503725 -0.185647  -0.5171327],[0.974217 0.265322 0.454268]
4183,[-2.115021   1.4930823  1.8074429  1.9183079  1.6551194 -0.1865635 -0.5155668],[0.975596 0.270297 0.460575]
4184,[-2.1150784  1.4931529  1.8064696  1.9269271  1.6554441 -0.1866031 -0.5147532],[0.976082 0.271129 0.462077]
4185,[-2.1142516  1.4934352  1.801986   1.9636433  1.6558356 -0.1865352 -0.5094178],[0.979119 0.274755 0.470377]
4186,[-2.1093495  1.4945224  1.7925569  2.01825    1.6513076 -0.1866693 -0.4983574],[0.985243 0.279131 0.484203]
4187,[-2.1050014  1.4953559  1.7872298  2.0509233  1.6482449 -0.1866912 -0.4902117],[0.990154 0.281463 0.492825]
4188,[-2.1038365  1.4955753  1.7863421  2.0593481  1.64749   -0.1866417 -0.4884745],[0.991153 0.281938 0.4944  ]
4189,[-2.0996561  1.496445   1.7850664  2.0931892  1.6448026 -0.1865605 -0.481266 ],[0.995989 0.284566 0.50124 ]
4190,[-2.0948322  1.4966968  1.7857808  2.1374679  1.641552  -0.1856682 -0.4729465],[1.001574 0.28792  0.507347]
4191,[-2.0911045  1.4966281  1.7875986  2.1764121  1.640851  -0.1839666 -0.4685426],[1.006182 0.291209 0.511585]
4192,[-2.0905132  1.4966396  1.7877246  2.181586   1.6407094 -0.1839675 -0.4680544],[1.006735 0.29164  0.51216 ]
4193,[-2.0882113  1.4964698  1.7877069  2.1915147  1.6394591 -0.1840541 -0.4650315],[1.008558 0.292695 0.513906]
4194,[-2.0877738  1.4962981  1.7876798  2.1911907  1.639348  -0.1840923 -0.4639354],[1.008643 0.292603 0.513958]
4195,[-2.0870805  1.4956763  1.7878108  2.1877227  1.6392655 -0.1850039 -0.4606773],[1.008207 0.291501 0.512897]
4196,[-2.0869045  1.4949382  1.7884568  2.1867962  1.6392212 -0.1852743 -0.4600763],[1.008003 0.291056 0.512255]
4197,[-2.0867109  1.4941657  1.7893595  2.1861832  1.639276  -0.1855759 -0.4596554],[1.007776 0.290653 0.511596]
4198,[-2.0862234  1.4906524  1.7968689  2.1818714  1.6394448 -0.1861534 -0.4584524],[1.006381 0.288238 0.506036]
4199,[-2.086514   1.4883483  1.8114703  2.1597049  1.6395497 -0.1865399 -0.4572719],[1.003657 0.284231 0.495867]
4200,[-2.0867326  1.4878982  1.81417    2.152554   1.6393042 -0.1866699 -0.4571971],[1.002832 0.283448 0.494078]
4201,[-2.0877328  1.4855292  1.8218566  2.1134117  1.6398463 -0.1882726 -0.4570682],[0.998821 0.278006 0.483682]
4202,[-2.0881171  1.4848178  1.8229933  2.1004653  1.6398306 -0.1891801 -0.4570118],[0.997807 0.276762 0.481403]
4203,[-2.0900562  1.4824546  1.8250724  2.0411632  1.6419673 -0.1947299 -0.4572305],[0.992182 0.270056 0.469836]
4204,[-2.0904934  1.4819949  1.8251472  2.0248244  1.6428041 -0.1963485 -0.4570895],[0.990961 0.268709 0.467357]
4205,[-2.0909696  1.4816592  1.8251522  2.0079136  1.6437931 -0.198056  -0.4573181],[0.989769 0.267364 0.46491 ]
4206,[-2.0924938  1.4809211  1.8260543  1.9575185  1.6481872 -0.2030416 -0.457382 ],[0.984871 0.262427 0.454583]
4207,[-2.0929642  1.4808772  1.8268535  1.9414986  1.6498423 -0.2043731 -0.4573635],[0.983742 0.26137  0.452034]
4208,[-2.0960069  1.4808753  1.8307059  1.8770816  1.6556354 -0.2088317 -0.4574185],[0.97836  0.256845 0.438328]
4209,[-2.0994766  1.4806407  1.8357649  1.7994281  1.6647501 -0.2151851 -0.4574392],[0.972304 0.253177 0.420926]
4210,[-2.1000824  1.4803737  1.8368826  1.7851     1.6670117 -0.2166871 -0.4574237],[0.971341 0.252822 0.41794 ]
4211,[-2.1029162  1.479193   1.841436   1.7261136  1.6785836 -0.2239205 -0.4573422],[0.966703 0.251642 0.402287]
4212,[-2.1035953  1.4789413  1.8427298  1.7120901  1.6818542 -0.2257233 -0.457405 ],[0.965847 0.251608 0.399013]
4213,[-2.105778   1.4783252  1.8450356  1.6672115  1.6945877 -0.232329  -0.4573766],[0.962432 0.252019 0.386375]
4214,[-2.1064003  1.4783767  1.8453641  1.6515396  1.6996708 -0.2355115 -0.4574276],[0.961545 0.252313 0.383137]
4215,[-2.1071651  1.4783481  1.8455999  1.6361027  1.7048469 -0.2388854 -0.4574353],[0.96071  0.252775 0.379987]
4216,[-2.110714   1.4784663  1.8456997  1.5752634  1.7275038 -0.2542737 -0.457446 ],[0.956877 0.256341 0.365253]
4217,[-2.1117032  1.4784797  1.8456683  1.5612327  1.7341661 -0.2583164 -0.4574324],[0.956199 0.257389 0.362441]
4218,[-2.1159086  1.4785579  1.8449132  1.5112369  1.7607341 -0.2742476 -0.4574543],[0.952819 0.26365  0.349574]
4219,[-2.1213899  1.4787658  1.8427688  1.4558325  1.7985163 -0.2920857 -0.4573881],[0.949294 0.272538 0.335974]
4220,[-2.1228752  1.4788154  1.8424531  1.4460057  1.8068986 -0.295198  -0.4574623],[0.948762 0.274299 0.333845]
4221,[-2.1289227  1.4795497  1.8405547  1.4081033  1.8399081 -0.3077027 -0.4574201],[0.946189 0.283491 0.323824]
4222,[-2.1304927  1.4796527  1.840078   1.3999857  1.847928  -0.3115789 -0.4573823],[0.945706 0.285503 0.322026]
4223,[-2.1342952  1.4797996  1.8394828  1.3857177  1.8641734 -0.3192041 -0.4573451],[0.94421  0.292017 0.316867]
4224,[-2.1384654  1.4797996  1.8393314  1.3731575  1.8815036 -0.3263099 -0.4573664],[0.943247 0.296706 0.313406]
4225,[-2.1407235  1.4798358  1.8393447  1.367077   1.8904185 -0.3301362 -0.4574072],[0.942801 0.299133 0.311659]
4226,[-2.151005   1.4801582  1.8393072  1.3405433  1.9278793 -0.3424455 -0.4572977],[0.940532 0.312242 0.302459]
4227,[-2.1537824  1.4802154  1.8392895  1.33408    1.9370575 -0.34432   -0.457393 ],[0.940074 0.314934 0.300629]
4228,[-2.1806729  1.4808143  1.8425477  1.2939637  2.0140824 -0.3642568 -0.4573693],[0.936464 0.345023 0.282091]
4229,[-2.1837227  1.4808429  1.842609   1.2900423  2.0213094 -0.365536  -0.4573589],[0.936137 0.347629 0.280835]
4230,[-2.1968949  1.4819053  1.8418623  1.2740017  2.0496764 -0.3722981 -0.4572326],[0.934743 0.360671 0.275321]
4231,[-2.2142971  1.4847053  1.8406084  1.2591093  2.0846143 -0.3805679 -0.457343 ],[0.933839 0.376556 0.270546]
4232,[-2.2178183  1.4852737  1.840255   1.2576838  2.0910463 -0.3823341 -0.4573429],[0.933639 0.379158 0.26998 ]
4233,[-2.2321343  1.4871829  1.8389409  1.2551816  2.1138916 -0.390174  -0.4573699],[0.932877 0.391726 0.268158]
4234,[-2.2493734  1.4884189  1.8352846  1.2537283  2.1444325 -0.4014913 -0.4573051],[0.931885 0.40614  0.266711]
4235,[-2.2673023  1.4900783  1.8338876  1.2539804  2.1687779 -0.4152636 -0.4573451],[0.931545 0.42054  0.265725]
4236,[-2.2712498  1.4904082  1.8338528  1.2541186  2.1725717 -0.4175439 -0.4573666],[0.93148  0.422931 0.265484]
4237,[-2.2871172  1.491814   1.8340409  1.2542198  2.1856813 -0.4239542 -0.4572961],[0.930994 0.434557 0.264617]
4238,[-2.2910879  1.4920962  1.8342463  1.254068   2.1881123 -0.425278  -0.4573875],[0.930865 0.436836 0.264418]
4239,[-2.3068485  1.4927562  1.8341051  1.2545531  2.1970978 -0.4300762 -0.4573353],[0.929852 0.447653 0.263785]
4240,[-2.3106191  1.4928897  1.8340199  1.2546041  2.1998553 -0.4311227 -0.4573397],[0.929681 0.449766 0.263614]
4241,[-2.3256495  1.4928916  1.8329031  1.2551342  2.2102823 -0.4365349 -0.4574015],[0.928953 0.460188 0.262993]
4242,[-2.3450928  1.4933742  1.8305475  1.2561806  2.2193861 -0.4438659 -0.4573957],[0.928013 0.472368 0.26345 ]
4243,[-2.3648646  1.494511   1.8269622  1.257352   2.2239671 -0.4496059 -0.4572752],[0.926742 0.484358 0.265245]
4244,[-2.3814495  1.4953445  1.8232235  1.258244   2.2246408 -0.4524448 -0.4573176],[0.925272 0.494052 0.267464]
4245,[-2.3855906  1.4954608  1.8224064  1.2586839  2.2246041 -0.4527633 -0.4572712],[0.924932 0.495941 0.267964]
4246,[-2.3895779  1.4955905  1.8212619  1.259029   2.2244806 -0.4528714 -0.4572774],[0.92458  0.497768 0.268441]
4247,[-2.4051654  1.4960178  1.8169936  1.260113   2.2238603 -0.4527957 -0.4572168],[0.922758 0.506818 0.270961]
