id,joint_position,m6
1263,[-1.9111103  1.7208808  2.6976297  2.3359659  0.929893  -0.953062  -0.5977647],[-0.237226 -0.115491  0.32288 ]
1264,[-1.904964   1.7208179  2.6975644  2.3360827  0.9297376 -0.953044  -0.5976603],[-0.236398 -0.116596  0.322927]
1265,[-1.8864642  1.7208388  2.6975412  2.3360419  0.929956  -0.9531226 -0.5976871],[-0.232775 -0.120968  0.322903]
1266,[-1.8803757  1.720774   2.6975842  2.3359704  0.929893  -0.9531035 -0.5976593],[-0.231856 -0.12208   0.322916]
1267,[-1.8552105  1.7207797  2.6976104  2.3359265  0.9300361 -0.9531049 -0.5976462],[-0.227281 -0.127479  0.323008]
1268,[-1.8491898  1.7208236  2.6976249  2.3360438  0.9298615 -0.953097  -0.5977165],[-0.226301 -0.128541  0.322968]
1269,[-1.8180221  1.7208751  2.6976554  2.3358839  0.9298978 -0.9531667 -0.597698 ],[-0.22046  -0.134874  0.32302 ]
1270,[-1.7927071  1.7208732  2.6975925  2.335845   0.9298487 -0.9530885 -0.5976386],[-0.215445 -0.140022  0.323061]
1271,[-1.7863233  1.7207931  2.6975894  2.3359413  0.9298668 -0.9530917 -0.597671 ],[-0.214401 -0.141005  0.323067]
1272,[-1.7613031  1.7207874  2.6975572  2.3359909  0.9298124 -0.9530675 -0.5976978],[-0.209295 -0.145919  0.323095]
1273,[-1.7552674  1.7208045  2.6974845  2.3359561  0.9298019 -0.9530525 -0.5976397],[-0.208365 -0.146855  0.323138]
1274,[-1.7312847  1.7207797  2.6974993  2.3359008  0.9299026 -0.9530502 -0.5976312],[-0.203197 -0.151505  0.323143]
1275,[-1.7254071  1.720753   2.6975536  2.3359969  0.929698  -0.9530464 -0.5977609],[-0.202164 -0.152385  0.323153]
1276,[-1.7016697  1.7208141  2.697504   2.3361244  0.9297519 -0.9530995 -0.5977216],[-0.197063 -0.156724  0.323149]
1277,[-1.6959239  1.7208331  2.6974998  2.3359783  0.9297042 -0.9530102 -0.5976802],[-0.196033 -0.157574  0.323169]
1278,[-1.683939   1.7207874  2.6975286  2.3359628  0.9296265 -0.9530696 -0.5976843],[-0.192965 -0.160087  0.323167]
1279,[-1.6673318  1.720835   2.6975539  2.3359778  0.9298091 -0.9530712 -0.5976506],[-0.18988  -0.162485  0.323165]
1280,[-1.645013   1.720732   2.6974862  2.3360462  0.9297557 -0.9530964 -0.5976532],[-0.184879 -0.166295  0.323223]
1281,[-1.6395167  1.7207587  2.6974363  2.3360038  0.9296951 -0.953062  -0.5976922],[-0.183878 -0.167033  0.323202]
1282,[-1.6124151  1.7208408  2.6975632  2.3360293  0.9296355 -0.9530638 -0.597573 ],[-0.177994 -0.171239  0.323249]
1283,[-1.591766   1.7208179  2.6975133  2.3359795  0.929738  -0.953102  -0.5977126],[-0.173128 -0.174529  0.323244]
1284,[-1.5867968  1.7207435  2.6975899  2.3360279  0.9296331 -0.9531187 -0.5977072],[-0.172155 -0.175194  0.323244]
1285,[-1.5661918  1.7208026  2.6975009  2.33601    0.9296184 -0.9530933 -0.5976771],[-0.167218 -0.178318  0.323235]
1286,[-1.5609819  1.7208484  2.6976151  2.3360958  0.9296885 -0.9530274 -0.5976605],[-0.166296 -0.178927  0.323246]
1287,[-1.5562016  1.7207835  2.6975749  2.3359802  0.9295602 -0.9530447 -0.5976747],[-0.165267 -0.17953   0.323237]
1288,[-1.5411403  1.7208007  2.6975725  2.336004   0.9296927 -0.9530892 -0.5976876],[-0.161359 -0.181895  0.323218]
1289,[-1.5362939  1.7207111  2.697582   2.335912   0.9296222 -0.9530423 -0.5976817],[-0.160425 -0.182483  0.323242]
1290,[-1.5165833  1.720835   2.6974764  2.3360145  0.9295726 -0.9530348 -0.5976998],[-0.155507 -0.185239  0.323237]
1291,[-1.5119923  1.7208369  2.6975529  2.3359871  0.929636  -0.9530245 -0.5976834],[-0.154537 -0.185776  0.32325 ]
1292,[-1.4939897  1.7208083  2.6973941  2.3359807  0.9295683 -0.9530458 -0.5976424],[-0.14994  -0.188268  0.323248]
1293,[-1.48964    1.7207454  2.6974895  2.3360188  0.9294786 -0.9530399 -0.5976881],[-0.149074 -0.188741  0.323256]
1294,[-1.4728317  1.7208121  2.6974576  2.3359866  0.9295783 -0.9530072 -0.5976619],[-0.144679 -0.19096   0.323226]
1295,[-1.4687221  1.7207397  2.6974638  2.3359926  0.9295731 -0.9530427 -0.5977084],[-0.143843 -0.191365  0.323227]
1296,[-1.4529392  1.7208446  2.6974905  2.3360302  0.9295397 -0.953021  -0.5977446],[-0.139793 -0.193351  0.323222]
1297,[-1.4489318  1.720713   2.6976142  2.3359444  0.9294467 -0.953063  -0.5976509],[-0.139021 -0.193732  0.323203]
1298,[-1.4336581  1.7207835  2.6975234  2.3360107  0.9295087 -0.9530844 -0.5976363],[-0.134841 -0.195608  0.323346]
1299,[-1.43002    1.7208179  2.6975751  2.3359423  0.9295912 -0.953016  -0.5977402],[-0.134116 -0.195951  0.323348]
1300,[-1.4158417  1.7208274  2.6975985  2.3360295  0.9295092 -0.9530526 -0.5976159],[-0.130238 -0.197631  0.323333]
1301,[-1.4121498  1.7208331  2.6975586  2.3360028  0.9294758 -0.9530553 -0.5976837],[-0.129511 -0.197958  0.323343]
1302,[-1.3985277  1.7208694  2.6975927  2.335952   0.9294305 -0.9530381 -0.5976616],[-0.125843 -0.199475  0.323334]
1303,[-1.3951684  1.7208255  2.6975825  2.3360524  0.9294381 -0.9530456 -0.5976394],[-0.125131 -0.199775  0.323326]
1304,[-1.3822033  1.7208102  2.6975427  2.3359339  0.929369  -0.9530928 -0.5976299],[-0.121693 -0.201162  0.323332]
1305,[-1.379167   1.7207702  2.6974893  2.3360195  0.9294086 -0.9530802 -0.5976914],[-0.120998 -0.201433  0.323323]
1306,[-1.3677216  1.7208522  2.6974833  2.336056   0.9293771 -0.9530419 -0.5977117],[-0.117825 -0.202599  0.323332]
1307,[-1.3650049  1.7208121  2.6974602  2.3360238  0.9294114 -0.9529539 -0.5976452],[-0.1172   -0.202851  0.32331 ]
1308,[-1.3546395  1.7207797  2.6975691  2.3360276  0.9294338 -0.9530556 -0.5976435],[-0.114453 -0.203852  0.323299]
1309,[-1.3430791  1.7208408  2.6975439  2.3360088  0.9293523 -0.9530124 -0.5977339],[-0.111487 -0.204892  0.323263]
1310,[-1.3409158  1.7207797  2.6975534  2.3359947  0.9293976 -0.9530676 -0.5977102],[-0.111087 -0.20504   0.323275]
1311,[-1.3332442  1.7207797  2.697468   2.3360386  0.9294662 -0.9530107 -0.5976662],[-0.108971 -0.205757  0.323282]
1312,[-1.3314656  1.720816   2.6975427  2.3360047  0.9293842 -0.9530404 -0.5977147],[-0.108518 -0.205897  0.323256]
1313,[-1.3250512  1.7208083  2.6975417  2.3359079  0.9293628 -0.9530125 -0.5977069],[-0.106736 -0.206494  0.323249]
1314,[-1.3235338  1.7207606  2.6974974  2.3360653  0.9293308 -0.9530765 -0.5976795],[-0.106379 -0.206612  0.323242]
1315,[-1.318524   1.7208331  2.6975694  2.3359854  0.9293427 -0.953071  -0.597634 ],[-0.104936 -0.207075  0.323252]
1316,[-1.3173239  1.7208083  2.6975026  2.3360147  0.9292941 -0.9530337 -0.5976269],[-0.104707 -0.207149  0.323257]
1317,[-1.3136055  1.7207931  2.6975577  2.3360105  0.9293318 -0.9530962 -0.5976952],[-0.103557 -0.207495  0.323227]
1318,[-1.3126894  1.7207473  2.6975327  2.3359547  0.9292789 -0.9530149 -0.5977053],[-0.103386 -0.20755   0.323235]
1319,[-1.3101716  1.7208102  2.69751    2.3360808  0.9292641 -0.9529855 -0.5976424],[-0.102638 -0.207787  0.323237]
1320,[-1.3096256  1.7208217  2.6975651  2.3359454  0.9293365 -0.9530165 -0.5976985],[-0.102543 -0.207826  0.323253]
1321,[-1.3081361  1.7208102  2.6975412  2.3360188  0.9293036 -0.953044  -0.5977125],[-0.102038 -0.207972  0.323244]
1322,[-1.3078797  1.7208255  2.6974769  2.3361037  0.9292912 -0.9530355 -0.5977724],[-0.101999 -0.207992  0.323248]
1323,[-1.3076741  1.7208617  2.6975138  2.3360121  0.9292932 -0.9530584 -0.597761 ],[-0.101861 -0.208025  0.323256]
1324,[-1.3076434  1.7208045  2.6974964  2.3359807  0.9293246 -0.9530244 -0.5976214],[-0.10187  -0.20802   0.323258]
1325,[-1.3079051  1.7207778  2.6974683  2.3359876  0.9293041 -0.9530843 -0.5977163],[-0.10204  -0.207983  0.323253]
1326,[-1.3080617  1.7207244  2.6974976  2.3359966  0.929378  -0.9530039 -0.5977411],[-0.102081 -0.207969  0.323249]
1327,[-1.3082138  1.7208179  2.6974981  2.3359671  0.929409  -0.9530744 -0.59766  ],[-0.102131 -0.207962  0.32324 ]
1328,[-1.3090758  1.7207797  2.6974947  2.335984   0.9291596 -0.9530233 -0.5977021],[-0.102456 -0.207859  0.323242]
1329,[-1.3091069  1.7207683  2.6975129  2.3358963  0.9294333 -0.9530921 -0.5976715],[-0.102522 -0.207818  0.323239]
1330,[-1.31138    1.7208293  2.6975086  2.3359807  0.9292021 -0.9529925 -0.5977114],[-0.102961 -0.207677  0.323199]
1331,[-1.3120025  1.7207511  2.697485   2.3358817  0.9292822 -0.9529711 -0.5976761],[-0.103144 -0.207628  0.323205]
1332,[-1.312887   1.720795   2.6975195  2.3360548  0.9291387 -0.9530073 -0.5976248],[-0.103286 -0.207607  0.323201]
1333,[-1.3157194  1.7208388  2.6974988  2.3360798  0.9291544 -0.9529969 -0.5977289],[-0.104077 -0.207349  0.323238]
1334,[-1.316921   1.7207759  2.6975975  2.3360677  0.9291015 -0.9530221 -0.5977302],[-0.104308 -0.207273  0.323242]
1335,[-1.3224568  1.7207187  2.6974242  2.3359191  0.9291129 -0.9530066 -0.5976428],[-0.105799 -0.206816  0.323268]
1336,[-1.3239008  1.7207893  2.6974316  2.3359516  0.9292049 -0.9529858 -0.5976453],[-0.106177 -0.206685  0.323272]
1337,[-1.3308252  1.7207874  2.6974382  2.3360407  0.929121  -0.9530315 -0.5976945],[-0.108123 -0.206028  0.323288]
1338,[-1.3327422  1.7207492  2.6974585  2.3358774  0.9292536 -0.9530456 -0.5976731],[-0.108528 -0.205887  0.323288]
1339,[-1.3346839  1.7207645  2.6974561  2.3359966  0.9291048 -0.9530482 -0.597581 ],[-0.109012 -0.205755  0.3233  ]
1340,[-1.3385681  1.7207149  2.6975989  2.3361206  0.929142  -0.953103  -0.5976694],[-0.110295 -0.205315  0.323275]
1341,[-1.3405665  1.7207015  2.6974924  2.3360255  0.9291568 -0.9530383 -0.5976401],[-0.110719 -0.205169  0.323258]
1342,[-1.3426934  1.720835   2.6975055  2.3360231  0.9291935 -0.9530221 -0.5977105],[-0.111187 -0.205005  0.323253]
1343,[-1.3448699  1.7209132  2.697521   2.3359485  0.9291658 -0.953037  -0.5976912],[-0.111659 -0.204867  0.323257]
1344,[-1.351668   1.7208217  2.6975963  2.3359611  0.9291978 -0.953059  -0.5976493],[-0.113432 -0.204205  0.323242]
1345,[-1.3540596  1.7208312  2.6976259  2.3359876  0.9291248 -0.9530201 -0.5976406],[-0.11396  -0.204024  0.323247]
1346,[-1.356632   1.7208942  2.6975813  2.3360155  0.9290829 -0.953025  -0.597656 ],[-0.11441  -0.203858  0.323249]
1347,[-1.3671263  1.7207759  2.6975079  2.3360054  0.9290547 -0.9530543 -0.597689 ],[-0.117021 -0.202914  0.323293]
1348,[-1.377768   1.7206863  2.6974232  2.3358874  0.9290266 -0.9529312 -0.597635 ],[-0.120176 -0.201744  0.323362]
1349,[-1.3803508  1.7208274  2.6973693  2.3359351  0.9290895 -0.9529981 -0.5976071],[-0.120794 -0.201507  0.323345]
1350,[-1.3956336  1.7208312  2.6973689  2.3359818  0.9293022 -0.9530531 -0.5976349],[-0.125006 -0.199837  0.323369]
1351,[-1.4092228  1.7208179  2.6974335  2.3360162  0.929194  -0.9530295 -0.597663 ],[-0.128488 -0.198373  0.32336 ]
1352,[-1.412655   1.7207893  2.6974087  2.3360646  0.9292727 -0.9530042 -0.597675 ],[-0.129193 -0.198081  0.323349]
1353,[-1.4272163  1.7207683  2.6974673  2.3358676  0.9291143 -0.9529996 -0.5976378],[-0.132803 -0.196504  0.323335]
1354,[-1.4310023  1.7207111  2.6974561  2.3359752  0.9291182 -0.9529898 -0.5976739],[-0.13358  -0.19616   0.323339]
1355,[-1.4349912  1.7207835  2.6974907  2.336086   0.9290962 -0.9530169 -0.5977041],[-0.134341 -0.195824  0.323319]
1356,[-1.44706    1.7207339  2.6974506  2.336004   0.929049  -0.9529771 -0.5977362],[-0.137885 -0.19425   0.323193]
1357,[-1.4513538  1.720856   2.6973913  2.3358905  0.9290471 -0.95303   -0.5976675],[-0.138748 -0.193854  0.323214]
1358,[-1.4738026  1.7208198  2.6973143  2.33599    0.9291892 -0.9529905 -0.597679 ],[-0.143953 -0.191274  0.323451]
1359,[-1.4786581  1.7207225  2.6973131  2.3360786  0.9291286 -0.9530311 -0.597641 ],[-0.144914 -0.190806  0.323459]
1360,[-1.4976987  1.7208446  2.697269   2.3359962  0.929193  -0.953087  -0.5976923],[-0.149714 -0.188339  0.323461]
1361,[-1.5176857  1.7208045  2.6974435  2.3359642  0.9291039 -0.9530103 -0.5976231],[-0.154612 -0.185657  0.323444]
1362,[-1.522669   1.7207378  2.697438   2.3359721  0.9291506 -0.9530424 -0.5976856],[-0.155546 -0.185117  0.323414]
1363,[-1.5276792  1.7207854  2.6974165  2.3359969  0.929142  -0.952991  -0.5977346],[-0.156563 -0.184555  0.323426]
1364,[-1.5476987  1.7207759  2.6974542  2.3359084  0.9291596 -0.9530084 -0.5976778],[-0.161558 -0.181697  0.323399]
1365,[-1.5677965  1.7208083  2.6974483  2.3359921  0.9292045 -0.9530708 -0.5976978],[-0.16678  -0.178617  0.323235]
1366,[-1.5730163  1.720753   2.6974728  2.3359585  0.9292169 -0.9530086 -0.5976818],[-0.167732 -0.178025  0.323251]
1367,[-1.5939666  1.7207244  2.697412   2.3361108  0.9290686 -0.9530153 -0.5977206],[-0.172668 -0.174804  0.323277]
1368,[-1.5992773  1.7207683  2.697356   2.3360257  0.9291887 -0.9530294 -0.597657 ],[-0.173641 -0.17416   0.323249]
1369,[-1.6207571  1.7207759  2.6973097  2.3360503  0.9291325 -0.9530252 -0.597729 ],[-0.178576 -0.170773  0.323265]
1370,[-1.6261699  1.7207301  2.6972809  2.3359857  0.9291639 -0.9529958 -0.5976361],[-0.179568 -0.170067  0.323254]
1371,[-1.6484121  1.7208217  2.6973169  2.3360214  0.9290318 -0.9530395 -0.5976332],[-0.184673 -0.166407  0.323249]
1372,[-1.654037   1.7207015  2.6973536  2.3360219  0.9292083 -0.9529995 -0.5976651],[-0.185672 -0.165643  0.323233]
1373,[-1.6597888  1.7208102  2.6973305  2.3359382  0.9291477 -0.9530195 -0.597705 ],[-0.186742 -0.164867  0.323207]
1374,[-1.6830584  1.7207912  2.697381   2.3359685  0.929213  -0.9530634 -0.5976291],[-0.191997 -0.160836  0.323216]
1375,[-1.7121814  1.7207606  2.6975076  2.3360412  0.9292617 -0.9530368 -0.5976593],[-0.198195 -0.15578   0.323207]
1376,[-1.7359201  1.7208865  2.6974013  2.3359413  0.9291534 -0.9530109 -0.5976244],[-0.20321  -0.151424  0.323171]
1377,[-1.7419004  1.7207511  2.6974244  2.3360159  0.9291415 -0.9530773 -0.5976574],[-0.204233 -0.150538  0.323184]
1378,[-1.7658912  1.7208942  2.6973841  2.3360388  0.9291201 -0.9530082 -0.5976396],[-0.209173 -0.145959  0.323143]
1379,[-1.7719496  1.7207969  2.6974244  2.3359892  0.9292331 -0.9530295 -0.597724 ],[-0.210134 -0.145014  0.323115]
1380,[-1.802157   1.7207511  2.6973543  2.3359771  0.9291496 -0.9530127 -0.5976375],[-0.216289 -0.139137  0.323162]
1381,[-1.8268063  1.7208427  2.6974447  2.3360376  0.9290905 -0.9530303 -0.5976982],[-0.221165 -0.134017  0.323091]
1382,[-1.8329089  1.7207816  2.6973548  2.336024   0.9292531 -0.9530737 -0.5977182],[-0.222091 -0.132987  0.323073]
1383,[-1.8640332  1.7208598  2.6973557  2.3359611  0.9292741 -0.9530237 -0.5977125],[-0.227907 -0.126684  0.32303 ]
1384,[-1.8701019  1.7208675  2.6973839  2.3359535  0.9292445 -0.9530679 -0.5976372],[-0.228877 -0.125628  0.323017]
1385,[-1.8887482  1.7209018  2.6974356  2.335947   0.9292665 -0.9530126 -0.5977157],[-0.232493 -0.121265  0.322966]
1386,[-1.8949919  1.7208198  2.6973791  2.3358891  0.9293256 -0.9530494 -0.5976339],[-0.233486 -0.120145  0.322987]
1387,[-1.9202827  1.7208865  2.6973796  2.3359578  0.9292955 -0.9530921 -0.597779 ],[-0.238022 -0.114498  0.322962]
1388,[-1.9265953  1.7207759  2.6972914  2.3359215  0.929285  -0.9529957 -0.5977013],[-0.238891 -0.113348  0.322932]
1389,[-1.9327285  1.7207893  2.6973758  2.3359749  0.9294286 -0.9530661 -0.5976593],[-0.239831 -0.112169  0.322946]
1390,[-1.9519534  1.7208732  2.6973147  2.3359325  0.9293256 -0.9531034 -0.597667 ],[-0.243372 -0.107452  0.322927]
1391,[-1.9583241  1.7208408  2.697479   2.3359809  0.9293513 -0.9530863 -0.5976615],[-0.24419  -0.106265  0.322894]
1392,[-1.9834293  1.7207473  2.6973801  2.3360412  0.9292874 -0.9530782 -0.5976795],[-0.248372 -0.1003    0.322549]
1393,[-1.9898642  1.7207969  2.6973433  2.3360233  0.9293175 -0.9531161 -0.5976223],[-0.249253 -0.099118  0.32255 ]
1394,[-2.0217862  1.7208179  2.6973546  2.3360276  0.9293852 -0.9531109 -0.597661 ],[-0.254003 -0.09179   0.322461]
1395,[-2.0469823  1.7207969  2.6974502  2.335866   0.9293556 -0.9530491 -0.5976135],[-0.257761 -0.08561   0.322398]
1396,[-2.0533168  1.7208541  2.6973383  2.3359842  0.9294419 -0.9530687 -0.597729 ],[-0.25859  -0.084375  0.322437]
1397,[-2.0595527  1.7208312  2.6974316  2.3359091  0.9294581 -0.9531133 -0.5976872],[-0.25935  -0.083122  0.322414]
1398,[-2.0780456  1.7208293  2.6973643  2.3359506  0.9294109 -0.9531062 -0.5976886],[-0.26211  -0.078153  0.322392]
1399,[-2.0843194  1.7207645  2.6973689  2.3359804  0.9294529 -0.9530821 -0.5977643],[-0.262758 -0.076888  0.322372]
1400,[-2.1086183  1.7208274  2.6974335  2.3360229  0.9294868 -0.953065  -0.5976381],[-0.265928 -0.070674  0.322303]
1401,[-2.1147256  1.7207797  2.6974442  2.3359709  0.9294147 -0.9530728 -0.5977142],[-0.266624 -0.069434  0.322261]
1402,[-2.120822   1.7208026  2.697392   2.3359127  0.9294157 -0.9530869 -0.5977497],[-0.267238 -0.068166  0.322245]
1403,[-2.1387188  1.7207683  2.6974564  2.3358769  0.9294405 -0.9531322 -0.5977054],[-0.269489 -0.06321   0.322422]
1404,[-2.1448135  1.7208656  2.6973956  2.335995   0.9294806 -0.9530681 -0.5976817],[-0.270078 -0.061973  0.322369]
1405,[-2.1506994  1.7208217  2.6974485  2.3359673  0.9295273 -0.9530637 -0.5976613],[-0.270695 -0.060691  0.322358]
1406,[-2.1743174  1.720795   2.6974566  2.3358562  0.9294443 -0.9530818 -0.5976757],[-0.273467 -0.05448   0.3223  ]
1407,[-2.1978047  1.7208026  2.6974502  2.3360126  0.9294734 -0.953081  -0.5977242],[-0.276033 -0.048326  0.322308]
1408,[-2.2036533  1.7207702  2.6974306  2.336009   0.929503  -0.9530871 -0.5976688],[-0.276499 -0.047105  0.32235 ]
1409,[-2.2094944  1.7208198  2.6974907  2.3359849  0.9294348 -0.9531069 -0.5975795],[-0.276944 -0.045895  0.322279]
1410,[-2.226748   1.7208408  2.697475   2.336026   0.929565  -0.9530327 -0.5976161],[-0.278745 -0.041056  0.322275]
1411,[-2.2324464  1.7208293  2.6974034  2.3360693  0.9294958 -0.953117  -0.5977098],[-0.279197 -0.039836  0.322261]
1412,[-2.2544048  1.7207568  2.6975591  2.3359628  0.9295716 -0.953074  -0.5976967],[-0.281258 -0.03385   0.322159]
1413,[-2.259774   1.7208293  2.6975226  2.3360755  0.9294868 -0.9530833 -0.5976813],[-0.281627 -0.032656  0.322159]
1414,[-2.2649674  1.7208388  2.6974213  2.3358939  0.9295368 -0.9531018 -0.5976315],[-0.282026 -0.03143   0.322114]
1415,[-2.2808001  1.720774   2.6975069  2.3360119  0.9295344 -0.9531702 -0.597626 ],[-0.283558 -0.026782  0.322077]
1416,[-2.2860773  1.7208312  2.6975975  2.3359892  0.9297061 -0.9530586 -0.5976431],[-0.283936 -0.025607  0.322049]
1417,[-2.2912228  1.7207244  2.6974556  2.3360639  0.9296255 -0.9531414 -0.5976562],[-0.284324 -0.024455  0.322047]
1418,[-2.3061566  1.7207626  2.6976123  2.3359797  0.9296341 -0.9530976 -0.597695 ],[-0.28559  -0.02002   0.321989]
1419,[-2.3111186  1.7207397  2.6975558  2.335983   0.9295707 -0.9530798 -0.5976295],[-0.285916 -0.01892   0.321994]
1420,[-2.3304312  1.7208102  2.697546   2.3360512  0.929635  -0.953136  -0.5976664],[-0.287271 -0.0136    0.321911]
1421,[-2.3352101  1.7208484  2.6974986  2.335928   0.9295788 -0.9531052 -0.5977052],[-0.287583 -0.012545  0.321897]
1422,[-2.3533709  1.720816   2.6975167  2.3360393  0.9295688 -0.9531311 -0.5977101],[-0.288865 -0.007399  0.321898]
1423,[-2.3578045  1.7208217  2.697499   2.3359981  0.9295607 -0.9531789 -0.59772  ],[-0.289113 -0.006371  0.321878]
1424,[-2.379966   1.7207854  2.6975927  2.3359811  0.9296389 -0.953078  -0.5976557],[-2.903954e-01 -2.895037e-04  3.218404e-01]
1425,[-2.3843374  1.7207988  2.6975281  2.3360267  0.9296827 -0.9531199 -0.5977124],[-0.290575  0.000669  0.321837]
1426,[-2.4008985  1.7207664  2.6976321  2.3360407  0.9295821 -0.953081  -0.5977027],[-0.291477  0.005384  0.321784]
1427,[-2.4163096  1.7207816  2.6975453  2.3359618  0.9296184 -0.9531114 -0.5976782],[-0.292225  0.009909  0.321749]
1428,[-2.420433   1.7208198  2.697613   2.3359914  0.929677  -0.9531323 -0.5977136],[-0.292366  0.010778  0.321746]
1429,[-2.4241693  1.7207149  2.6977465  2.3359711  0.9296374 -0.9530821 -0.5976694],[-0.292492  0.011639  0.321732]
1430,[-2.4350281  1.7208484  2.6976285  2.3360672  0.9295859 -0.9531593 -0.5977103],[-0.293006  0.015011  0.321705]
1431,[-2.4387791  1.7208331  2.6976316  2.3360674  0.9296188 -0.9531164 -0.5976814],[-0.29312   0.015822  0.321688]
1432,[-2.4422131  1.7208312  2.6976075  2.335943   0.9296322 -0.9531103 -0.5976778],[-0.293236  0.016623  0.321682]
1433,[-2.4522114  1.7207549  2.697679   2.3360147  0.9296288 -0.9531139 -0.5976772],[-0.293649  0.019806  0.321611]
1434,[-2.45541    1.7208179  2.6976135  2.3359761  0.9296536 -0.9531577 -0.5976056],[-0.293821  0.02056   0.321626]
1435,[-2.4679646  1.720835   2.6976256  2.3361073  0.9296532 -0.9531139 -0.5976751],[-0.294399  0.024178  0.321484]
1436,[-2.4709783  1.7208427  2.6976411  2.3360448  0.9296322 -0.9531331 -0.5976501],[-0.294324  0.024915  0.321465]
1437,[-2.4827173  1.7207721  2.6976509  2.3358464  0.9296594 -0.9530704 -0.5976487],[-0.294756  0.028151  0.321484]
1438,[-2.4856582  1.7208388  2.6976047  2.3360376  0.9297109 -0.953117  -0.5977027],[-0.294844  0.028789  0.321448]
1439,[-2.4885027  1.7208331  2.6975906  2.3360023  0.9296374 -0.9531214 -0.5976137],[-0.294943  0.029391  0.321463]
1440,[-2.4968824  1.7208255  2.69754    2.3360713  0.9296889 -0.9531418 -0.5976375],[-0.29519   0.031829  0.321538]
1441,[-2.4995663  1.7207606  2.697614   2.3360162  0.9297199 -0.9531401 -0.597727 ],[-0.295264  0.032417  0.321546]
1442,[-2.5099115  1.7207721  2.6976094  2.3359203  0.9296703 -0.9531235 -0.5976686],[-0.29559   0.035299  0.321623]
1443,[-2.5122912  1.720835   2.6976583  2.335953   0.9296861 -0.9531343 -0.5977189],[-0.295672  0.035825  0.321595]
1444,[-2.5216482  1.7208579  2.6976233  2.3360651  0.929667  -0.9531316 -0.5977384],[-0.295869  0.038471  0.321618]
1445,[-2.5238695  1.7208102  2.6976829  2.3359327  0.9296498 -0.9531994 -0.5976675],[-0.295886  0.038947  0.321613]
1446,[-2.5334673  1.7208751  2.6976976  2.3359759  0.929719  -0.9531571 -0.5976467],[-0.296107  0.041637  0.321594]
1447,[-2.5393887  1.7208484  2.6977782  2.3359895  0.9297991 -0.9531589 -0.5977084],[-0.29602   0.043566  0.321521]
1448,[-2.540678   1.7208198  2.6977143  2.3359849  0.929893  -0.9532076 -0.5976517],[-0.296051  0.043877  0.321512]
1449,[-2.5418062  1.7207397  2.6977432  2.3359041  0.9299364 -0.9531315 -0.5976774],[-0.296053  0.04416   0.321505]
1450,[-2.5455842  1.7207511  2.6977484  2.3360031  0.9299865 -0.9531793 -0.5976498],[-0.295963  0.045384  0.321392]
1451,[-2.5480139  1.7208503  2.6977968  2.3359551  0.9299269 -0.9531717 -0.5977291],[-0.296046  0.046094  0.321418]
1452,[-2.5484805  1.7207454  2.6977484  2.3360183  0.9299231 -0.9531004 -0.5976632],[-0.296062  0.046215  0.321419]
1453,[-2.5500026  1.7208408  2.6977017  2.3360643  0.9299526 -0.9531128 -0.5976615],[-0.295919  0.046686  0.321373]
1454,[-2.5504003  1.7208675  2.6976774  2.3359215  0.9299431 -0.9531146 -0.5977087],[-0.295942  0.046826  0.321395]
1455,[-2.5505962  1.7208141  2.6976414  2.3360488  0.929884  -0.9531349 -0.5977193],[-0.295958  0.046843  0.321407]
1456,[-2.5505357  1.7208675  2.6977501  2.3360767  0.9299517 -0.9531293 -0.5977242],[-0.295955  0.046865  0.321405]
1457,[-2.5506763  1.7207797  2.6976674  2.3359957  0.9298749 -0.9531121 -0.5977274],[-0.296041  0.046888  0.321433]
1458,[-2.5507317  1.7208179  2.6975939  2.336004   0.9299374 -0.9530793 -0.5976899],[-0.296044  0.046898  0.321434]
1459,[-2.5507324  1.7207988  2.6976056  2.3360171  0.9299111 -0.9531357 -0.5977076],[-0.296047  0.046912  0.321433]
1460,[-2.5507195  1.7207626  2.697726   2.335825   0.9299374 -0.9531244 -0.5976505],[-0.295975  0.046865  0.321405]
1461,[-2.5503378  1.720753   2.6976619  2.3360162  0.9297676 -0.9531171 -0.5976506],[-0.295943  0.046765  0.321392]
1462,[-2.5500951  1.720816   2.6976097  2.3360479  0.9299908 -0.953122  -0.5976914],[-0.295941  0.04672   0.321375]
1463,[-2.549783   1.7208656  2.6976447  2.3360903  0.9300323 -0.9531208 -0.5976847],[-0.29599   0.046699  0.32138 ]
1464,[-2.5479486  1.7207378  2.6977484  2.3360527  0.9302983 -0.9531634 -0.5977791],[-0.296057  0.046163  0.321414]
1465,[-2.545135   1.7207664  2.6979284  2.336139   0.9302664 -0.953194  -0.5976746],[-0.296048  0.045026  0.321386]
1466,[-2.5439253  1.7208503  2.6978455  2.3360569  0.9302583 -0.9531917 -0.5977253],[-0.296109  0.044703  0.321432]
1467,[-2.5361433  1.7208293  2.6978183  2.3359776  0.9302511 -0.9531114 -0.5976591],[-0.296061  0.042527  0.32149 ]
1468,[-2.5287392  1.7207854  2.6976905  2.3360457  0.9300752 -0.9531783 -0.597655 ],[-0.296063  0.040488  0.321563]
1469,[-2.5267384  1.7208255  2.6976948  2.3359787  0.9301686 -0.9531062 -0.5977586],[-0.296036  0.040051  0.321589]
